breaker|၁၃၆၈-ခုႏွစ္ ၊ ပါရာဇိကဏ္၀ါက်မ်ား
240.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/080.mp3|အပိုင္း-၈၀
241.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/081.mp3|အပိုင္း-၈၁
242.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/082.mp3|အပိုင္း-၈၂
243.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/083.mp3|အပိုင္း-၈၃
244.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/084.mp3|အပိုင္း-၈၄
245.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/085.mp3|အပိုင္း-၈၅
246.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/086.mp3|အပိုင္း-၈၆
247.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/087.mp3|အပိုင္း-၈၇
248.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/088.mp3|အပိုင္း-၈၈
249.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/089.mp3|အပိုင္း-၈၉
250.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/090.mp3|အပိုင္း-၉၀
251.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/091.mp3|အပိုင္း-၉၁
252.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/092.mp3|အပိုင္း-၉၂
253.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/093.mp3|အပိုင္း-၉၃
254.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/094.mp3|အပိုင္း-၉၄
255.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/095.mp3|အပိုင္း-၉၅
256.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/096.mp3|အပိုင္း-၉၆
257.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/097.mp3|အပိုင္း-၉၇
258.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/098.mp3|အပိုင္း-၉၈
259.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/099.mp3|အပိုင္း-၉၉
260.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/100.mp3|အပိုင္း-၁၀၀
261.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/101.mp3|အပိုင္း-၁၀၁
262.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/102.mp3|အပိုင္း-၁၀၂
263.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371DAMASARIYAbasic/103.mp3|အပိုင္း-၁၀၃
breaker|(၀၁) ၁၃၇၁-ခုႏွစ္ ၀ါက်စဥ္ (၁)
264.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/01.mp3|အပိုင္း-၁
265.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/02.mp3|အပိုင္း-၂
266.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/03.mp3|အပိုင္း-၃
267.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/04.mp3|အပိုင္း-၄
268.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/05.mp3|အပိုင္း-၅
269.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/06.mp3|အပိုင္း-၆
270.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/07.mp3|အပိုင္း-၇
271.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/08.mp3|အပိုင္း-၈
272.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/09.mp3|အပိုင္း-၉
273.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/10.mp3|အပိုင္း-၁၀
274.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/11.mp3|အပိုင္း-၁၁
275.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/12.mp3|အပိုင္း-၁၂
276.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/13.mp3|အပိုင္း-၁၃
277.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/14.mp3|အပိုင္း-၁၄
278.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/15.mp3|အပိုင္း-၁၅
279.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/16.mp3|အပိုင္း-၁၆
280.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/17.mp3|အပိုင္း-၁၇
281.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/18.mp3|အပိုင္း-၁၈
282.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/19.mp3|အပိုင္း-၁၉
283.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/20.mp3|အပိုင္း-၂၀
breaker|(၀၃) ၁၃၇၁- ၀ါက် စဥ္ (၃)
284.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/21.mp3|အပိုင္း-၂၁
285.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/22.mp3|အပိုင္း-၂၂
286.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/23.mp3|အပိုင္း-၂၃
287.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/24.mp3|အပိုင္း-၂၄
288.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/25.mp3|အပိုင္း-၂၅
289.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/26.mp3|အပိုင္း-၂၆
290.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/27.mp3|အပိုင္း-၂၇
291.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/28.mp3|အပိုင္း-၂၈
292.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/29.mp3|အပိုင္း-၂၉
293.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/30.mp3|အပိုင္း-၃၀
294.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/31.mp3|အပိုင္း-၃၁
295.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/01/32.mp3|အပိုင္း-၃၂
breaker|(၀၂) ၁၃၇၁- ၀ါက်စဥ္ (၂) ၀ိနေယ ေခါ ပန ေဟာတိ ၀ါက်
296.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/01.mp3|အပိုင္း-၁
297.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/02.mp3|အပိုင္း-၂
298.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/03.mp3|အပိုင္း-၃
299.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/04.mp3|အပိုင္း-၄
300.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/05.mp3|အပိုင္း-၅
301.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/06.mp3|အပိုင္း-၆
302.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/07.mp3|အပိုင္း-၇
303.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/08.mp3|အပိုင္း-၈
304.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/09.mp3|အပိုင္း-၉
305.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/10.mp3|အပိုင္း-၁၀
306.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/11.mp3|အပိုင္း-၁၁
307.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/12.mp3|အပိုင္း-၁၂
308.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/13.mp3|အပိုင္း-၁၃
309.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/14.mp3|အပိုင္း-၁၄
310.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/15.mp3|အပိုင္း-၁၅
311.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/16.mp3|အပိုင္း-၁၆
312.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/17.mp3|အပိုင္း-၁၇
313.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/18.mp3|အပိုင္း-၁၈
314.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/19.mp3|အပိုင္း-၁၉
315.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/02/20.mp3|အပိုင္း-၂၀
breaker|(၀၃) ၁၃၇၁- ၀ါက် စဥ္ (၃)
316.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/01.mp3|အပိုင္း-၁
317.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/02.mp3|အပိုင္း-၂
318.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/03.mp3|အပိုင္း-၃
319.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/04.mp3|အပိုင္း-၄
320.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/05.mp3|အပိုင္း-၅
321.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/06.mp3|အပိုင္း-၆
322.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/07.mp3|အပိုင္း-၇
323.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/08.mp3|အပိုင္း-၈
324.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/09.mp3|အပိုင္း-၉
325.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/10.mp3|အပိုင္း-၁၀
326.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/11.mp3|အပိုင္း-၁၁
327.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/12.mp3|အပိုင္း-၁၂
328.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/03/13.mp3|အပိုင္း-၁၃
breaker|(၀၄) ၁၃၇၁-ခု၊ ၀ါက်စဥ္( ၄)
329.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/01.mp3|အပိုင္း-၁
330.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/02.mp3|အပိုင္း-၂
331.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/03.mp3|အပိုင္း-၃
332.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/04.mp3|အပိုင္း-၄
333.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/05.mp3|အပိုင္း-၅
334.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/06.mp3|အပိုင္း-၆
335.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/07.mp3|အပိုင္း-၇
336.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/08.mp3|အပိုင္း-၈
337.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/09.mp3|အပိုင္း-၉
338.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/10.mp3|အပိုင္း-၁၀
339.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/04/11.mp3|အပိုင္း-၁၁
breaker|(၀၅)၁၃၇၁- ၀ါက်စဥ္(၅)
340.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/01.mp3|အပိုင္း-၁
341.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/02.mp3|အပိုင္း-၂
342.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/03.mp3|အပိုင္း-၃
343.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/04.mp3|အပိုင္း-၄
344.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/05.mp3|အပိုင္း-၅
345.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/06.mp3|အပိုင္း-၆
346.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/07.mp3|အပိုင္း-၇
347.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/08.mp3|အပိုင္း-၈
348.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/09.mp3|အပိုင္း-၉
349.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/10.mp3|အပိုင္း-၁၀
350.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/05/11.mp3|အပိုင္း-၁၁
breaker|(၀၆)၁၃၇၁- ၀ါက်စဥ္(၆)
351.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/01.mp3|အပိုင္း-၁
352.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/02.mp3|အပိုင္း-၂
353.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/03.mp3|အပိုင္း-၃
354.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/04.mp3|အပိုင္း-၄
355.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/05.mp3|အပိုင္း-၅
356.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/06.mp3|အပိုင္း-၆
357.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/07.mp3|အပိုင္း-၇
358.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/08.mp3|အပိုင္း-၈
359.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/09.mp3|အပိုင္း-၉
360.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/10.mp3|အပိုင္း-၁၀
361.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/11.mp3|အပိုင္း-၁၁
362.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/06/12.mp3|အပိုင္း-၁၂
breaker|(၀၇)၁၃၇၁- ၀ါက်စဥ္(၇)
363.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/01.mp3|အပိုင္း-၁
364.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/02.mp3|အပိုင္း-၂
365.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/03.mp3|အပိုင္း-၃
366.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/04.mp3|အပိုင္း-၄
367.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/05.mp3|အပိုင္း-၅
368.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/06.mp3|အပိုင္း-၆
369.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/07.mp3|အပိုင္း-၇
370.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/08.mp3|အပိုင္း-၈
371.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/09.mp3|အပိုင္း-၉
372.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/10.mp3|အပိုင္း-၁၀
373.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/07/11.mp3|အပိုင္း-၁၁
breaker|(၀၈)၁၃၇၁- ၀ါက်စဥ္(၈)
374.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/01.mp3|အပိုင္း-၁
375.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/02.mp3|အပိုင္း-၂
376.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/03.mp3|အပိုင္း-၃
377.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/04.mp3|အပိုင္း-၄
378.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/05.mp3|အပိုင္း-၅
379.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/06.mp3|အပိုင္း-၆
380.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/07.mp3|အပိုင္း-၇
381.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/08.mp3|အပိုင္း-၈
382.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/09.mp3|အပိုင္း-၉
383.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/10.mp3|အပိုင္း-၁၀
384.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/08/11.mp3|အပိုင္း-၁၁
breaker|(၀၉)၁၃၇၁- ၀ါက်စဥ္(၉)
385.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/01.mp3|အပိုင္း-၁
386.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/02.mp3|အပိုင္း-၂
387.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/03.mp3|အပိုင္း-၃
388.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/04.mp3|အပိုင္း-၄
389.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/05.mp3|အပိုင္း-၅
390.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/06.mp3|အပိုင္း-၆
391.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/07.mp3|အပိုင္း-၇
392.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/08.mp3|အပိုင္း-၈
393.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/09.mp3|အပိုင္း-၉
394.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/10.mp3|အပိုင္း-၁၀
395.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/11.mp3|အပိုင္း-၁၁
396.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/12.mp3|အပိုင္း-၁၂
397.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/09/13.mp3|အပိုင္း-၁၃
breaker|(၁၀)၁၃၇၁- ၀ါက်စဥ္(၁၀)
398.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/01.mp3|အပိုင္း-၁
399.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/02.mp3|အပိုင္း-၂
400.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/03.mp3|အပိုင္း-၃
401.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/04.mp3|အပိုင္း-၄
402.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/05.mp3|အပိုင္း-၅
403.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/06.mp3|အပိုင္း-၆
404.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/07.mp3|အပိုင္း-၇
405.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/08.mp3|အပိုင္း-၈
406.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/09.mp3|အပိုင္း-၉
407.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/10.mp3|အပိုင္း-၁၀
408.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/11.mp3|အပိုင္း-၁၁
409.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/12.mp3|အပိုင္း-၁၂
410.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/13.mp3|အပိုင္း-၁၃
411.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/14.mp3|အပိုင္း-၁၄
412.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/15.mp3|အပိုင္း-၁၅
413.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/10/16.mp3|အပိုင္း-၁၆
breaker|(၁၁)၁၃၇၁- ၀ါက်စဥ္(၁၁)
414.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/01.mp3|အပိုင္း-၁
415.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/02.mp3|အပိုင္း-၂
416.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/03.mp3|အပိုင္း-၃
417.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/04.mp3|အပိုင္း-၄
418.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/05.mp3|အပိုင္း-၅
419.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/06.mp3|အပိုင္း-၆
420.mp3|https://media.thitsarparamisociety.com/mp3/1371SARWAR/1371WARKYA/11/07.mp3|အပိုင္း-၇
